Frame; Zeit (in s); Objekt 1 x-Koordinate; Objekt 1 y-Koordinate; Objekt 1 x-Geschwindigkeit; Objekt 1 y-Geschwindigkeit; Objekt 2 x-Koordinate; Objekt 2 y-Koordinate; Objekt 2 x-Geschwindigkeit; Objekt 2 y-Geschwindigkeit; Objekt 3 x-Koordinate; Objekt 3 y-Koordinate; Objekt 3 x-Geschwindigkeit; Objekt 3 y-Geschwindigkeit; Objekt 4 x-Koordinate; Objekt 4 y-Koordinate; Objekt 4 x-Geschwindigkeit; Objekt 4 y-Geschwindigkeit
179; 2,967E0; 2,576E-1; -5,436E0; 2,687E0; -1,743E1; ; ; ;; 4,404E-1; -5,442E0; 2,715E0; -1,746E1; ; ; ;
180; 2,984E0; 3,106E-1; -5,716E0; 3,179E0; -1,679E1; ; ; ;; 4,920E-1; -5,720E0; 3,095E0; -1,668E1; ; ; ;
181; 3,001E0; 3,106E-1; -5,716E0; 0,000E0; 0,000E0; ; ; ;; 4,920E-1; -5,720E0; 0,000E0; 0,000E0; ; ; ;
182; 3,018E0; 3,669E-1; -5,987E0; 3,377E0; -1,627E1; ; ; ;; 5,486E-1; -5,992E0; 3,393E0; -1,632E1; ; ; ;
183; 3,034E0; 4,250E-1; -6,249E0; 3,481E0; -1,569E1; ; ; ;; 6,105E-1; -6,254E0; 3,717E0; -1,571E1; ; ; ;
184; 3,051E0; 4,896E-1; -6,500E0; 3,877E0; -1,509E1; ; ; ;; 6,770E-1; -6,505E0; 3,989E0; -1,506E1; ; ; ;
185; 3,068E0; 5,548E-1; -6,739E0; 3,911E0; -1,429E1; ; ; ;; 7,447E-1; -6,745E0; 4,060E0; -1,437E1; ; ; ;
186; 3,084E0; 6,293E-1; -6,964E0; 4,471E0; -1,352E1; ; ; ;; 8,238E-1; -6,970E0; 4,742E0; -1,349E1; ; ; ;
187; 3,101E0; 7,024E-1; -7,179E0; 4,380E0; -1,290E1; ; ; ;; 8,952E-1; -7,184E0; 4,284E0; -1,287E1; ; ; ;
188; 3,118E0; 7,826E-1; -7,383E0; 4,813E0; -1,223E1; ; ; ;; 9,771E-1; -7,388E0; 4,916E0; -1,220E1; ; ; ;
189; 3,134E0; 8,601E-1; -7,584E0; 4,651E0; -1,206E1; ; ; ;; 1,048E0; -7,586E0; 4,240E0; -1,187E1; ; ; ;
190; 3,151E0; 9,368E-1; -7,783E0; 4,600E0; -1,195E1; ; ; ;; 1,121E0; -7,783E0; 4,410E0; -1,183E1; ; ; ;
191; 3,168E0; 9,915E-1; -7,989E0; 3,278E0; -1,237E1; ; ; ;; 1,180E0; -7,985E0; 3,507E0; -1,215E1; ; ; ;
192; 3,184E0; 1,041E0; -8,184E0; 2,954E0; -1,166E1; ; ; ;; 1,227E0; -8,178E0; 2,821E0; -1,156E1; ; ; ;
193; 3,201E0; 1,084E0; -8,365E0; 2,586E0; -1,091E1; ; ; ;; 1,276E0; -8,360E0; 2,920E0; -1,091E1; ; ; ;
194; 3,218E0; 1,107E0; -8,533E0; 1,377E0; -1,003E1; ; ; ;; 1,302E0; -8,526E0; 1,582E0; -9,976E0; ; ; ;
195; 3,234E0; 1,120E0; -8,682E0; 7,821E-1; -8,975E0; ; ; ;; 1,317E0; -8,675E0; 9,139E-1; -8,945E0; ; ; ;
196; 3,251E0; 1,119E0; -8,822E0; -7,126E-2; -8,401E0; ; ; ;; 1,317E0; -8,815E0; -3,118E-2; -8,355E0; ; ; ;
197; 3,268E0; 1,105E0; -8,962E0; -8,361E-1; -8,367E0; ; ; ;; 1,301E0; -8,953E0; -9,607E-1; -8,283E0; ; ; ;
198; 3,284E0; 1,084E0; -9,096E0; -1,224E0; -8,058E0; ; ; ;; 1,282E0; -9,087E0; -1,087E0; -8,029E0; ; ; ;
199; 3,301E0; 1,058E0; -9,229E0; -1,564E0; -7,955E0; ; ; ;; 1,257E0; -9,219E0; -1,548E0; -7,940E0; ; ; ;
200; 3,318E0; 1,021E0; -9,352E0; -2,260E0; -7,416E0; ; ; ;; 1,215E0; -9,344E0; -2,529E0; -7,485E0; ; ; ;
201; 3,334E0; 9,994E-1; -9,472E0; -1,267E0; -7,163E0; ; ; ;; 1,192E0; -9,462E0; -1,330E0; -7,101E0; ; ; ;
202; 3,351E0; 9,656E-1; -9,584E0; -2,030E0; -6,744E0; ; ; ;; 1,162E0; -9,573E0; -1,792E0; -6,635E0; ; ; ;
203; 3,368E0; 9,377E-1; -9,687E0; -1,674E0; -6,173E0; ; ; ;; 1,137E0; -9,676E0; -1,508E0; -6,208E0; ; ; ;
204; 3,384E0; 9,131E-1; -9,790E0; -1,475E0; -6,185E0; ; ; ;; 1,109E0; -9,781E0; -1,719E0; -6,269E0; ; ; ;
205; 3,401E0; 8,919E-1; -9,889E0; -1,272E0; -5,917E0; ; ; ;; 1,085E0; -9,879E0; -1,409E0; -5,880E0; ; ; ;
206; 3,418E0; 8,727E-1; -9,984E0; -1,150E0; -5,676E0; ; ; ;; 1,069E0; -9,973E0; -9,528E-1; -5,642E0; ; ; ;
207; 3,434E0; 8,494E-1; -1,009E1; -1,400E0; -6,235E0; ; ; ;; 1,047E0; -1,008E1; -1,324E0; -6,227E0; ; ; ;
208; 3,451E0; 8,240E-1; -1,019E1; -1,519E0; -6,085E0; ; ; ;; 1,022E0; -1,018E1; -1,496E0; -6,130E0; ; ; ;
209; 3,468E0; 8,077E-1; -1,030E1; -9,831E-1; -6,478E0; ; ; ;; 1,002E0; -1,029E1; -1,215E0; -6,527E0; ; ; ;
210; 3,484E0; 7,912E-1; -1,041E1; -9,852E-1; -6,634E0; ; ; ;; 9,833E-1; -1,040E1; -1,124E0; -6,574E0; ; ; ;
211; 3,501E0; 7,777E-1; -1,051E1; -8,114E-1; -5,886E0; ; ; ;; 9,672E-1; -1,050E1; -9,659E-1; -5,866E0; ; ; ;
212; 3,518E0; 7,640E-1; -1,059E1; -8,204E-1; -4,883E0; ; ; ;; 9,568E-1; -1,058E1; -6,205E-1; -4,851E0; ; ; ;
213; 3,534E0; 7,549E-1; -1,065E1; -5,456E-1; -4,053E0; ; ; ;; 9,510E-1; -1,064E1; -3,501E-1; -3,986E0; ; ; ;
214; 3,551E0; 7,393E-1; -1,073E1; -9,374E-1; -4,420E0; ; ; ;; 9,369E-1; -1,072E1; -8,465E-1; -4,501E0; ; ; ;
215; 3,568E0; 7,192E-1; -1,081E1; -1,207E0; -5,106E0; ; ; ;; 9,178E-1; -1,080E1; -1,144E0; -5,119E0; ; ; ;
216; 3,584E0; 6,911E-1; -1,091E1; -1,682E0; -5,602E0; ; ; ;; 8,846E-1; -1,090E1; -1,995E0; -5,670E0; ; ; ;
217; 3,601E0; 6,640E-1; -1,100E1; -1,629E0; -5,668E0; ; ; ;; 8,566E-1; -1,099E1; -1,676E0; -5,622E0; ; ; ;
218; 3,618E0; 6,407E-1; -1,109E1; -1,398E0; -5,241E0; ; ; ;; 8,379E-1; -1,108E1; -1,122E0; -5,179E0; ; ; ;
219; 3,634E0; 6,170E-1; -1,117E1; -1,422E0; -5,098E0; ; ; ;; 8,148E-1; -1,116E1; -1,384E0; -5,125E0; ; ; ;
220; 3,651E0; 6,059E-1; -1,124E1; -6,639E-1; -4,062E0; ; ; ;; 8,057E-1; -1,123E1; -5,456E-1; -4,100E0; ; ; ;
221; 3,668E0; 5,871E-1; -1,131E1; -1,131E0; -4,402E0; ; ; ;; 7,855E-1; -1,131E1; -1,212E0; -4,436E0; ; ; ;
222; 3,684E0; 5,685E-1; -1,137E1; -1,113E0; -3,517E0; ; ; ;; 7,660E-1; -1,136E1; -1,169E0; -3,476E0; ; ; ;
223; 3,701E0; 5,431E-1; -1,143E1; -1,526E0; -3,309E0; ; ; ;; 7,403E-1; -1,142E1; -1,545E0; -3,323E0; ; ; ;
224; 3,718E0; 5,026E-1; -1,148E1; -2,427E0; -2,967E0; ; ; ;; 7,040E-1; -1,147E1; -2,175E0; -2,948E0; ; ; ;
225; 3,734E0; 4,584E-1; -1,152E1; -2,652E0; -2,688E0; ; ; ;; 6,547E-1; -1,151E1; -2,956E0; -2,715E0; ; ; ;
226; 3,751E0; 4,232E-1; -1,157E1; -2,113E0; -2,934E0; ; ; ;; 6,177E-1; -1,156E1; -2,223E0; -2,936E0; ; ; ;
227; 3,768E0; 3,798E-1; -1,162E1; -2,598E0; -2,803E0; ; ; ;; 5,789E-1; -1,161E1; -2,323E0; -2,755E0; ; ; ;
228; 3,784E0; 3,533E-1; -1,167E1; -1,590E0; -3,241E0; ; ; ;; 5,499E-1; -1,166E1; -1,740E0; -3,274E0; ; ; ;
229; 3,801E0; 3,309E-1; -1,172E1; -1,343E0; -2,753E0; ; ; ;; 5,260E-1; -1,171E1; -1,439E0; -2,741E0; ; ; ;
230; 3,818E0; 3,127E-1; -1,176E1; -1,096E0; -2,734E0; ; ; ;; 5,095E-1; -1,175E1; -9,892E-1; -2,659E0; ; ; ;
231; 3,834E0; 2,993E-1; -1,181E1; -8,044E-1; -2,510E0; ; ; ;; 4,975E-1; -1,179E1; -7,186E-1; -2,462E0; ; ; ;
232; 3,851E0; 2,931E-1; -1,185E1; -3,664E-1; -2,736E0; ; ; ;; 4,927E-1; -1,184E1; -2,889E-1; -2,740E0; ; ; ;
233; 3,868E0; 2,856E-1; -1,189E1; -4,503E-1; -2,315E0; ; ; ;; 4,862E-1; -1,188E1; -3,878E-1; -2,298E0; ; ; ;
234; 3,884E0; 2,727E-1; -1,192E1; -7,764E-1; -1,750E0; ; ; ;; 4,765E-1; -1,191E1; -5,810E-1; -1,774E0; ; ; ;
235; 3,901E0; 2,645E-1; -1,194E1; -4,895E-1; -1,351E0; ; ; ;; 4,718E-1; -1,193E1; -2,812E-1; -1,321E0; ; ; ;
236; 3,918E0; 2,596E-1; -1,196E1; -2,961E-1; -1,320E0; ; ; ;; 4,689E-1; -1,195E1; -1,786E-1; -1,279E0; ; ; ;
237; 3,934E0; 2,546E-1; -1,199E1; -2,999E-1; -1,289E0; ; ; ;; 4,655E-1; -1,197E1; -2,004E-1; -1,277E0; ; ; ;
238; 3,951E0; 2,553E-1; -1,200E1; 4,025E-2; -9,611E-1; ; ; ;; 4,668E-1; -1,199E1; 7,981E-2; -9,401E-1; ; ; ;
239; 3,968E0; 2,522E-1; -1,201E1; -1,832E-1; -3,770E-1; ; ; ;; 4,639E-1; -1,199E1; -1,778E-1; -3,827E-1; ; ; ;
240; 3,984E0; 2,496E-1; -1,201E1; -1,543E-1; -2,056E-1; ; ; ;; 4,621E-1; -1,200E1; -1,095E-1; -2,090E-1; ; ; ;
241; 4,001E0; 2,480E-1; -1,200E1; -9,850E-2; 4,092E-1; ; ; ;; 4,610E-1; -1,199E1; -6,504E-2; 4,268E-1; ; ; ;
242; 4,018E0; 2,479E-1; -1,198E1; -9,053E-3; 1,242E0; ; ; ;; 4,603E-1; -1,197E1; -3,862E-2; 1,291E0; ; ; ;
243; 4,034E0; 2,490E-1; -1,196E1; 6,765E-2; 1,334E0; ; ; ;; 4,605E-1; -1,195E1; 1,270E-2; 1,266E0; ; ; ;
244; 4,051E0; 2,485E-1; -1,193E1; -2,591E-2; 1,834E0; ; ; ;; 4,598E-1; -1,192E1; -4,376E-2; 1,872E0; ; ; ;
245; 4,068E0; 2,497E-1; -1,189E1; 6,893E-2; 2,402E0; ; ; ;; 4,595E-1; -1,188E1; -1,881E-2; 2,378E0; ; ; ;
246; 4,084E0; 2,519E-1; -1,183E1; 1,339E-1; 3,367E0; ; ; ;; 4,601E-1; -1,182E1; 3,772E-2; 3,401E0; ; ; ;
247; 4,101E0; 2,508E-1; -1,176E1; -6,624E-2; 4,388E0; ; ; ;; 4,578E-1; -1,175E1; -1,404E-1; 4,369E0; ; ; ;
248; 4,118E0; 2,443E-1; -1,164E1; -3,901E-1; 7,167E0; ; ; ;; 4,508E-1; -1,163E1; -4,170E-1; 7,179E0; ; ; ;
249; 4,134E0; 2,298E-1; -1,147E1; -8,711E-1; 1,036E1; ; ; ;; 4,376E-1; -1,145E1; -7,920E-1; 1,048E1; ; ; ;
250; 4,151E0; 2,068E-1; -1,123E1; -1,379E0; 1,435E1; ; ; ;; 4,143E-1; -1,121E1; -1,398E0; 1,450E1; ; ; ;
251; 4,168E0; 1,564E-1; -1,095E1; -3,026E0; 1,657E1; ; ; ;; 3,781E-1; -1,092E1; -2,170E0; 1,760E1; ; ; ;
252; 4,184E0; 1,442E-2; -1,052E1; -8,515E0; 2,614E1; ; ; ;; 2,181E-1; -1,045E1; -9,602E0; 2,831E1; ; ; ;
253; 4,201E0; -2,681E-1; -9,838E0; -1,695E1; 4,079E1; ; ; ;; -1,383E-1; -9,744E0; -2,137E1; 4,210E1; ; ; ;
254; 4,218E0; -5,334E-1; -8,969E0; -1,591E1; 5,209E1; ; ; ;; -4,176E-1; -8,881E0; -1,676E1; 5,178E1; ; ; ;
255; 4,235E0; -6,267E-1; -8,058E0; -5,592E0; 5,464E1; ; ; ;; -4,733E-1; -7,975E0; -3,341E0; 5,429E1; ; ; ;
256; 4,251E0; -6,676E-1; -7,041E0; -2,454E0; 6,104E1; ; ; ;; -5,145E-1; -6,956E0; -2,469E0; 6,114E1; ; ; ;
257; 4,268E0; -7,257E-1; -5,958E0; -3,485E0; 6,493E1; ; ; ;; -5,704E-1; -5,873E0; -3,353E0; 6,495E1; ; ; ;
258; 4,285E0; -7,637E-1; -4,800E0; -2,282E0; 6,947E1; ; ; ;; -6,071E-1; -4,712E0; -2,204E0; 6,964E1; ; ; ;
259; 4,301E0; -7,892E-1; -3,569E0; -1,529E0; 7,387E1; ; ; ;; -6,316E-1; -3,481E0; -1,469E0; 7,386E1; ; ; ;
260; 4,318E0; -8,332E-1; -2,331E0; -2,639E0; 7,425E1; ; ; ;; -6,724E-1; -2,240E0; -2,446E0; 7,442E1; ; ; ;
261; 4,335E0; -8,711E-1; -1,033E0; -2,271E0; 7,782E1; ; ; ;; -7,096E-1; -9,446E-1; -2,235E0; 7,772E1; ; ; ;
262; 4,351E0; -9,041E-1; 2,081E-1; -1,984E0; 7,448E1; ; ; ;; -7,456E-1; 2,830E-1; -2,159E0; 7,364E1; ; ; ;
263; 4,368E0; -1,031E0; 1,223E0; -7,616E0; 6,086E1; ; ; ;; -8,336E-1; 1,342E0; -5,278E0; 6,354E1; ; ; ;
264; 4,385E0; -1,056E0; 2,401E0; -1,518E0; 7,069E1; ; ; ;; -8,788E-1; 2,524E0; -2,706E0; 7,088E1; ; ; ;
265; 4,401E0; -1,048E0; 3,562E0; 5,123E-1; 6,965E1; ; ; ;; -9,223E-1; 3,728E0; -2,612E0; 7,221E1; ; ; ;
266; 4,418E0; -1,121E0; 4,629E0; -4,408E0; 6,396E1; ; ; ;; -1,017E0; 4,888E0; -5,701E0; 6,957E1; ; ; ;
267; 4,435E0; -1,183E0; 5,632E0; -3,717E0; 6,020E1; ; ; ;; -1,075E0; 5,962E0; -3,468E0; 6,443E1; ; ; ;
268; 4,451E0; -1,139E0; 6,533E0; 2,673E0; 5,406E1; ; ; ;; -1,099E0; 6,900E0; -1,406E0; 5,627E1; ; ; ;
269; 4,468E0; -1,159E0; 7,300E0; -1,214E0; 4,597E1; ; ; ;; -1,112E0; 7,739E0; -8,071E-1; 5,031E1; ; ; ;
270; 4,485E0; -1,192E0; 7,966E0; -1,985E0; 3,994E1; ; ; ;; -1,131E0; 8,442E0; -1,145E0; 4,217E1; ; ; ;
271; 4,501E0; -1,184E0; 8,512E0; 4,957E-1; 3,279E1; ; ; ;; -1,152E0; 9,023E0; -1,273E0; 3,486E1; ; ; ;
272; 4,518E0; -1,213E0; 8,901E0; -1,721E0; 2,330E1; ; ; ;; -1,182E0; 9,459E0; -1,785E0; 2,614E1; ; ; ;
273; 4,535E0; -1,260E0; 9,154E0; -2,852E0; 1,517E1; ; ; ;; -1,204E0; 9,756E0; -1,313E0; 1,781E1; ; ; ;
274; 4,551E0; -1,287E0; 9,307E0; -1,637E0; 9,171E0; ; ; ;; -1,232E0; 9,909E0; -1,672E0; 9,211E0; ; ; ;
275; 4,568E0; -1,314E0; 9,331E0; -1,622E0; 1,440E0; ; ; ;; -1,260E0; 9,923E0; -1,673E0; 8,111E-1; ; ; ;
276; 4,585E0; -1,354E0; 9,220E0; -2,357E0; -6,633E0; ; ; ;; -1,294E0; 9,799E0; -2,061E0; -7,395E0; ; ; ;
277; 4,601E0; -1,381E0; 8,981E0; -1,627E0; -1,437E1; ; ; ;; -1,320E0; 9,533E0; -1,557E0; -1,595E1; ; ; ;
278; 4,618E0; -1,416E0; 8,591E0; -2,083E0; -2,334E1; ; ; ;; -1,351E0; 9,119E0; -1,876E0; -2,484E1; ; ; ;
279; 4,635E0; -1,446E0; 8,075E0; -1,840E0; -3,100E1; ; ; ;; -1,379E0; 8,575E0; -1,670E0; -3,265E1; ; ; ;
280; 4,651E0; -1,465E0; 7,421E0; -1,148E0; -3,921E1; ; ; ;; -1,399E0; 7,906E0; -1,170E0; -4,013E1; ; ; ;
281; 4,668E0; -1,493E0; 6,640E0; -1,641E0; -4,687E1; ; ; ;; -1,427E0; 7,109E0; -1,706E0; -4,782E1; ; ; ;
282; 4,685E0; -1,486E0; 5,769E0; 4,176E-1; -5,222E1; ; ; ;; -1,449E0; 6,202E0; -1,307E0; -5,440E1; ; ; ;
283; 4,701E0; -1,483E0; 4,761E0; 1,730E-1; -6,044E1; ; ; ;; -1,473E0; 5,185E0; -1,414E0; -6,102E1; ; ; ;
284; 4,718E0; -1,497E0; 3,685E0; -8,410E-1; -6,454E1; ; ; ;; -1,498E0; 4,069E0; -1,531E0; -6,694E1; ; ; ;
285; 4,735E0; -1,479E0; 2,523E0; 1,091E0; -6,971E1; ; ; ;; -1,525E0; 2,877E0; -1,627E0; -7,146E1; ; ; ;
286; 4,751E0; -1,517E0; 1,328E0; -2,288E0; -7,167E1; ; ; ;; -1,557E0; 1,633E0; -1,906E0; -7,461E1; ; ; ;
287; 4,768E0; -1,533E0; 6,775E-2; -9,804E-1; -7,562E1; ; ; ;; -1,583E0; 3,317E-1; -1,560E0; -7,808E1; ; ; ;
288; 4,785E0; -1,563E0; -1,223E0; -1,781E0; -7,744E1; ; ; ;; -1,610E0; -9,756E-1; -1,644E0; -7,842E1; ; ; ;
289; 4,801E0; -1,565E0; -2,530E0; -1,061E-1; -7,840E1; ; ; ;; -1,624E0; -2,267E0; -8,230E-1; -7,743E1; ; ; ;
290; 4,818E0; -1,571E0; -3,844E0; -3,680E-1; -7,882E1; ; ; ;; -1,643E0; -3,562E0; -1,158E0; -7,769E1; ; ; ;
291; 4,835E0; -1,558E0; -5,102E0; 7,359E-1; -7,547E1; ; ; ;; -1,637E0; -4,798E0; 4,120E-1; -7,413E1; ; ; ;
292; 4,851E0; -1,529E0; -6,339E0; 1,797E0; -7,415E1; ; ; ;; -1,632E0; -5,975E0; 2,745E-1; -7,059E1; ; ; ;
293; 4,868E0; -1,543E0; -7,464E0; -8,388E-1; -6,751E1; ; ; ;; -1,613E0; -7,075E0; 1,107E0; -6,601E1; ; ; ;
294; 4,885E0; -1,527E0; -8,525E0; 9,376E-1; -6,366E1; ; ; ;; -1,581E0; -8,106E0; 1,961E0; -6,185E1; ; ; ;
295; 4,901E0; -1,480E0; -9,477E0; 2,825E0; -5,709E1; ; ; ;; -1,544E0; -9,004E0; 2,203E0; -5,387E1; ; ; ;
296; 4,918E0; -1,446E0; -1,030E1; 2,022E0; -4,963E1; ; ; ;; -1,506E0; -9,803E0; 2,255E0; -4,791E1; ; ; ;
297; 4,935E0; -1,407E0; -1,101E1; 2,351E0; -4,231E1; ; ; ;; -1,460E0; -1,045E1; 2,812E0; -3,911E1; ; ; ;
298; 4,951E0; -1,374E0; -1,157E1; 2,002E0; -3,335E1; ; ; ;; -1,410E0; -1,097E1; 2,967E0; -3,110E1; ; ; ;
299; 4,968E0; -1,332E0; -1,197E1; 2,472E0; -2,398E1; ; ; ;; -1,363E0; -1,132E1; 2,808E0; -2,106E1; ; ; ;
300; 4,985E0; -1,292E0; -1,216E1; 2,396E0; -1,144E1; ; ; ;; -1,317E0; -1,151E1; 2,787E0; -1,120E1; ; ; ;
301; 5,001E0; -1,240E0; -1,218E1; 3,129E0; -1,242E0; ; ; ;; -1,250E0; -1,155E1; 4,005E0; -2,520E0; ; ; ;
302; 5,018E0; -1,165E0; -1,202E1; 4,496E0; 9,345E0; ; ; ;; -1,188E0; -1,145E1; 3,743E0; 6,168E0; ; ; ;
303; 5,035E0; -1,079E0; -1,170E1; 5,192E0; 1,923E1; ; ; ;; -1,109E0; -1,117E1; 4,707E0; 1,680E1; ; ; ;
304; 5,051E0; -9,976E-1; -1,120E1; 4,862E0; 2,983E1; ; ; ;; -1,051E0; -1,071E1; 3,505E0; 2,753E1; ; ; ;
305; 5,068E0; -9,057E-1; -1,057E1; 5,515E0; 3,794E1; ; ; ;; -9,693E-1; -1,015E1; 4,890E0; 3,351E1; ; ; ;
306; 5,085E0; -8,091E-1; -9,800E0; 5,792E0; 4,622E1; ; ; ;; -8,824E-1; -9,421E0; 5,210E0; 4,389E1; ; ; ;
307; 5,101E0; -6,928E-1; -8,867E0; 6,977E0; 5,601E1; ; ; ;; -8,276E-1; -8,542E0; 3,286E0; 5,271E1; ; ; ;
308; 5,118E0; -5,852E-1; -7,828E0; 6,458E0; 6,230E1; ; ; ;; -7,762E-1; -7,553E0; 3,086E0; 5,933E1; ; ; ;
309; 5,135E0; -4,948E-1; -6,745E0; 5,424E0; 6,500E1; ; ; ;; -7,147E-1; -6,474E0; 3,688E0; 6,475E1; ; ; ;
310; 5,151E0; -3,552E-1; -5,593E0; 8,371E0; 6,908E1; ; ; ;; -5,662E-1; -5,345E0; 8,906E0; 6,772E1; ; ; ;
311; 5,168E0; -2,606E-1; -4,386E0; 5,674E0; 7,236E1; ; ; ;; -5,029E-1; -4,157E0; 3,797E0; 7,126E1; ; ; ;
312; 5,185E0; -1,725E-1; -3,119E0; 5,284E0; 7,603E1; ; ; ;; -4,338E-1; -2,890E0; 4,146E0; 7,599E1; ; ; ;
313; 5,201E0; -7,151E-2; -1,832E0; 6,059E0; 7,717E1; ; ; ;; -3,624E-1; -1,609E0; 4,282E0; 7,687E1; ; ; ;
314; 5,218E0; 3,238E-3; -5,425E-1; 4,483E0; 7,738E1; ; ; ;; -2,987E-1; -3,491E-1; 3,822E0; 7,555E1; ; ; ;
315; 5,235E0; 6,163E-2; 7,392E-1; 3,503E0; 7,688E1; ; ; ;; -2,351E-1; 8,747E-1; 3,815E0; 7,341E1; ; ; ;
316; 5,251E0; 1,079E-1; 1,998E0; 2,778E0; 7,548E1; ; ; ;; -1,834E-1; 2,125E0; 3,101E0; 7,499E1; ; ; ;
317; 5,268E0; 1,574E-1; 3,182E0; 2,966E0; 7,107E1; ; ; ;; -1,372E-1; 3,291E0; 2,774E0; 6,992E1; ; ; ;
318; 5,285E0; 2,751E-1; 4,251E0; 7,063E0; 6,412E1; ; ; ;; -4,914E-2; 4,368E0; 5,279E0; 6,461E1; ; ; ;
319; 5,301E0; 3,053E-1; 5,313E0; 1,810E0; 6,370E1; ; ; ;; -1,351E-2; 5,425E0; 2,137E0; 6,344E1; ; ; ;
320; 5,318E0; 3,298E-1; 6,262E0; 1,472E0; 5,693E1; ; ; ;; 1,442E-1; 6,319E0; 9,458E0; 5,361E1; ; ; ;
321; 5,335E0; 3,467E-1; 7,106E0; 1,014E0; 5,061E1; ; ; ;; 2,499E-1; 7,064E0; 6,339E0; 4,471E1; ; ; ;
322; 5,351E0; 3,710E-1; 7,838E0; 1,453E0; 4,387E1; ; ; ;; 4,142E-1; 7,726E0; 9,856E0; 3,969E1; ; ; ;
323; 5,368E0; 3,804E-1; 8,433E0; 5,646E-1; 3,569E1; ; ; ;; 4,365E-1; 8,278E0; 1,338E0; 3,312E1; ; ; ;
324; 5,385E0; 3,866E-1; 8,900E0; 3,704E-1; 2,803E1; ; ; ;; 5,202E-1; 8,671E0; 5,024E0; 2,353E1; ; ; ;
325; 5,401E0; 3,913E-1; 9,233E0; 2,855E-1; 1,995E1; ; ; ;; 5,483E-1; 8,960E0; 1,686E0; 1,736E1; ; ; ;
326; 5,418E0; 3,881E-1; 9,415E0; -1,944E-1; 1,095E1; ; ; ;; 5,834E-1; 9,121E0; 2,102E0; 9,642E0; ; ; ;
327; 5,435E0; 3,815E-1; 9,457E0; -3,967E-1; 2,534E0; ; ; ;; 5,928E-1; 9,166E0; 5,628E-1; 2,724E0; ; ; ;
328; 5,452E0; 3,679E-1; 9,362E0; -8,154E-1; -5,725E0; ; ; ;; 5,697E-1; 9,056E0; -1,383E0; -6,635E0; ; ; ;
329; 5,468E0; 3,507E-1; 9,114E0; -1,032E0; -1,489E1; ; ; ;; 5,486E-1; 8,843E0; -1,266E0; -1,277E1; ; ; ;
330; 5,485E0; 3,323E-1; 8,727E0; -1,104E0; -2,322E1; ; ; ;; 5,323E-1; 8,509E0; -9,784E-1; -2,001E1; ; ; ;
331; 5,502E0; 3,036E-1; 8,204E0; -1,721E0; -3,136E1; ; ; ;; 4,971E-1; 8,029E0; -2,110E0; -2,880E1; ; ; ;
332; 5,518E0; 2,781E-1; 7,549E0; -1,526E0; -3,927E1; ; ; ;; ; ; ;; ; ; ;
333; 5,535E0; 2,432E-1; 6,782E0; -2,096E0; -4,602E1; ; ; ;; ; ; ;; ; ; ;
334; 5,552E0; 1,517E-1; 5,955E0; -5,486E0; -4,959E1; ; ; ;; ; ; ;; ; ; ;
335; 5,568E0; 6,927E-2; 5,027E0; -4,945E0; -5,565E1; ; ; ;; ; ; ;; ; ; ;
336; 5,585E0; 2,825E-2; 3,948E0; -2,461E0; -6,474E1; ; ; ;; ; ; ;; ; ; ;
337; 5,602E0; -4,571E-2; 2,867E0; -4,436E0; -6,487E1; ; ; ;; ; ; ;; ; ; ;
338; 5,618E0; -1,629E-1; 1,673E0; -7,027E0; -7,161E1; ; ; ;; ; ; ;; ; ; ;
339; 5,635E0; -2,259E-1; 4,525E-1; -3,778E0; -7,319E1; ; ; ;; ; ; ;; ; ; ;
340; 5,652E0; -2,999E-1; -8,365E-1; -4,444E0; -7,732E1; ; ; ;; ; ; ;; ; ; ;
341; 5,668E0; -3,943E-1; -2,113E0; -5,660E0; -7,657E1; ; ; ;; ; ; ;; ; ; ;
342; 5,685E0; -4,857E-1; -3,359E0; -5,483E0; -7,477E1; ; ; ;; ; ; ;; ; ; ;
343; 5,702E0; -5,591E-1; -4,578E0; -4,401E0; -7,311E1; ; ; ;; ; ; ;; ; ; ;
344; 5,718E0; -6,375E-1; -5,771E0; -4,705E0; -7,153E1; ; ; ;; ; ; ;; ; ; ;
345; 5,735E0; -7,456E-1; -6,893E0; -6,486E0; -6,733E1; ; ; ;; ; ; ;; ; ; ;
346; 5,752E0; -8,052E-1; -7,896E0; -3,572E0; -6,016E1; ; ; ;; ; ; ;; ; ; ;
347; 5,768E0; -8,575E-1; -8,812E0; -3,137E0; -5,493E1; ; ; ;; ; ; ;; ; ; ;
348; 5,785E0; -9,052E-1; -9,603E0; -2,863E0; -4,744E1; ; ; ;; ; ; ;; ; ; ;
349; 5,802E0; -9,574E-1; -1,027E1; -3,133E0; -4,007E1; ; ; ;; ; ; ;; ; ; ;
350; 5,818E0; -1,013E0; -1,081E1; -3,343E0; -3,253E1; ; ; ;; ; ; ;; ; ; ;
351; 5,835E0; -1,062E0; -1,119E1; -2,899E0; -2,281E1; ; ; ;; ; ; ;; ; ; ;
352; 5,852E0; -1,113E0; -1,143E1; -3,080E0; -1,425E1; ; ; ;; ; ; ;; ; ; ;
353; 5,868E0; -1,162E0; -1,150E1; -2,922E0; -4,138E0; ; ; ;; ; ; ;; ; ; ;
